證券代號,證券名稱,成交數量,成交筆數,成交金額,成交價,最後揭示買量,最後揭示賣量
071046,京元電凱基38購01,0,0,0,1.17,0,0
07104T,臺股指凱基3B售15,0,0,0,0.89,0,0
071052,神基凱基37購03,0,0,0,1.07,0,0
071055,大立光凱基36購07,0,0,0,0.29,0,0
071056,大立光凱基4C購01,0,0,0,1.42,0,0
071057,亞光凱基36購02,0,0,0,0.26,0,0
071058,欣興凱基3A購02,0,0,0,2.12,0,0
07105T,鴻海統一3B售04,0,0,0,0.13,0,0
071060,嘉澤凱基38購01,0,0,0,4.64,0,0
071063,中磊凱基38購01,0,0,0,0.49,0,0
07106T,鴻海統一43售01,0,0,0,0.26,0,0
071077,致茂永豐36購01,0,0,0,1.41,0,0
071079,一詮永豐39購01,0,0,0,2.9,0,0
07107T,台積電統一3B售07,0,0,0,0.56,0,0
071080,宏達電永豐38購01,0,0,0,0.49,0,0
071082,欣興永豐37購03,0,0,0,0.76,0,0
071083,嘉澤永豐39購01,0,0,0,2.17,0,0
071084,力成永豐37購02,0,0,0,1.94,0,0
071085,勤誠永豐3C購01,0,0,0,0.82,0,0
071086,上証2X元大36購01,0,0,0,2.34,0,0
071090,華新元大37購01,0,0,0,1.74,0,0
071091,華新元大3A購01,0,0,0,1.87,0,0
071092,華新元大3B購01,0,0,0,1.76,0,0
071093,華榮元大36購01,0,0,0,6,0,0
071094,大亞元大36購06,0,0,0,4.45,0,0
071095,華泰元大37購05,0,0,0,1.54,0,0
071097,宏碁元大36購07,0,0,0,4.33,0,0
071100,英業達元大37購02,0,0,0,1.41,0,0
071101,英業達元大38購01,0,0,0,1.26,0,0
071103,技嘉元大36購27,0,0,0,1.52,0,0
071104,技嘉元大37購10,0,0,0,1.7,0,0
071105,技嘉元大38購12,0,0,0,2.04,0,0
071108,京元電元大36購06,0,0,0,0.41,0,0
071109,京元電元大36購07,0,0,0,0.72,0,0
07110T,燿華元富39售01,0,0,0,1.26,0,0
071110,京元電元大36購08,0,0,0,0.58,0,0
071111,立隆電元大36購03,0,0,0,0.87,0,0
071115,陽明元大36購01,0,0,0,2.6,0,0
071116,神基元大36購01,0,0,0,0.75,0,0
071118,神基元大3B購02,0,0,0,1.06,0,0
07111T,緯創元富39售06,0,0,0,1.43,0,0
071124,玉晶光元大36購05,0,0,0,1.36,0,0
071125,玉晶光元大37購04,0,0,0,1.56,0,0
071126,玉晶光元大38購01,0,0,0,1.5,0,0
071129,智易元大36購01,0,0,0,0.36,0,0
07112T,緯創元富39售07,0,0,0,1.54,0,0
071132,和碩元大36購01,0,0,0,3.01,0,0
071133,立積元大37購03,0,0,0,1,0,0
071135,邁達特元大36購02,0,0,0,0.16,0,0
071137,康舒元大36購05,0,0,0,0.36,0,0
071138,勤誠元大37購02,0,0,0,0.65,0,0
07113T,元金2X國票3C售01,0,0,0,0.71,0,0
071145,滬深2X元富3C購02,0,0,0,2.28,0,0
071147,A50正2元富36購05,0,0,0,3.36,0,0
071148,A50正2元富3C購01,0,0,0,2.81,0,0
071155,英業達元富36購01,0,0,0,0.68,0,0
071158,華碩元富36購01,0,0,0,0.95,0,0
071159,華碩元富39購01,0,0,0,2.37,0,0
071161,宏達電元富43購01,0,0,0,0.71,0,0
071162,裕民元富3C購01,0,0,0,2.11,0,0
071163,神基元富37購01,0,0,0,0.42,0,0
071164,神基元富37購02,0,0,0,0.97,0,0
071168,健鼎元富36購01,0,0,0,0.62,0,0
071169,健鼎元富3C購01,0,0,0,1.1,0,0
07116T,中興電元大39售06,0,0,0,0.8,0,0
071173,力積電元富36購01,0,0,0,0.13,0,0
071174,世紀鋼元富39購02,0,0,0,1.51,0,0
071177,科技息群益36購03,0,0,0,1.58,0,0
07117T,中興電元大39售07,0,0,0,0.96,0,0
071180,美時群益36購05,0,0,0,3.08,0,0
071183,聯電群益36購02,0,0,0,0.9,0,0
071186,英業達群益36購03,0,0,0,0.19,0,0
071187,技嘉群益36購17,0,0,0,3.09,0,0
071189,瑞昱群益38購01,0,0,0,2.15,0,0
07118T,台積電元大39售35,0,0,0,1.25,0,0
071190,漢唐群益36購02,0,0,0,4.66,0,0
071191,南亞科群益36購02,0,0,0,0.42,0,0
071192,仲琦群益37購02,0,0,0,0.66,0,0
071193,京元電群益36購04,0,0,0,0.76,0,0
071194,飛宏群益3C購01,0,0,0,0.55,0,0
071199,陽明群益36購02,0,0,0,0.6,0,0
07119T,台灣50群益3A售03,0,0,0,0.77,0,0
071200,漢翔群益36購03,0,0,0,1.97,0,0
071203,大立光群益37購05,0,0,0,0.25,0,0
071205,聯詠群益36購05,0,0,0,1.62,0,0
071206,緯創群益36購09,0,0,0,4.25,0,0
071207,材料群益36購11,0,0,0,1.24,0,0
071208,材料群益36購12,0,0,0,1.13,0,0
071211,中磊群益3B購02,0,0,0,0.57,0,0
071213,晶心科群益36購04,0,0,0,0.11,0,0
07121T,士電國票3A售04,0,0,0,0.81,0,0
071221,東元兆豐3C購01,0,0,0,1.69,0,0
071222,國泰金兆豐36購01,0,0,0,0.9,0,0
071225,立積兆豐3C購01,0,0,0,1.27,0,0
071228,台積電台新36購01,0,0,0,74,0,0
071229,技嘉台新36購01,0,0,0,2.22,0,0
07122T,臺股指國票3A售02,0,0,0,3.06,0,0
071230,長榮台新37購01,0,0,0,2.52,0,0
071232,英業達統一3C購01,0,0,0,0.67,0,0
071233,強茂統一3C購01,0,0,0,0.3,0,0
071234,嘉澤統一3C購01,0,0,0,1.25,0,0
071235,力成統一3C購01,0,0,0,0.73,0,0
071238,華新永豐36購02,0,0,0,0.76,0,0
071239,東聯永豐37購01,0,0,0,0.41,0,0
071240,中鋼永豐3A購01,0,0,0,1.66,0,0
071241,中鴻永豐36購01,0,0,0,0.38,0,0
071242,大成鋼永豐38購01,0,0,0,0.62,0,0
071243,新光鋼永豐36購01,0,0,0,0.84,0,0
071244,台達電永豐38購01,0,0,0,1.05,0,0
071246,嘉澤永豐38購01,0,0,0,1.95,0,0
071249,美時中信36購01,0,0,0,1,0,0
071250,中鴻中信36購01,0,0,0,0.05,0,0
071251,中鴻中信37購01,0,0,0,0.12,0,0
071252,新光鋼中信38購01,0,0,0,0.45,0,0
071253,長榮鋼中信38購02,0,0,0,1.15,0,0
071254,台達電中信38購01,0,0,0,1.12,0,0
071256,力成中信36購02,0,0,0,0.62,0,0
071257,華碩第一3C購01,0,0,0,0.62,0,0
071258,大立光第一41購01,0,0,0,0.33,0,0
07125T,臺股指富邦43售05,0,0,0,0.85,0,0
071260,富邦金國票36購01,0,0,0,1.31,0,0
071261,富邦金國票37購01,0,0,0,0.87,0,0
071262,玉山金國票36購01,0,0,0,0.68,0,0
071263,兆豐金國票36購01,0,0,0,0.44,0,0
071267,華邦電國泰38購01,0,0,0,0.89,0,0
071269,華碩國泰38購01,0,0,0,1.18,0,0
07126T,香港2X凱基3C售01,0,0,0,0.72,0,0
071270,鉅祥國泰38購01,0,0,0,1.37,0,0
071271,新興國泰38購01,0,0,0,0.61,0,0
071272,裕民國泰38購01,0,0,0,1.05,0,0
071273,文曄國泰38購01,0,0,0,1.75,0,0
071274,聯鈞國泰38購01,0,0,0,1.9,0,0
071275,華擎國泰38購01,0,0,0,1.89,0,0
071279,豐藝國泰38購01,0,0,0,6.2,0,0
07127T,FBNQ2X凱基3B售02,0,0,0,1.46,0,0
071281,晶碩國泰38購01,0,0,0,2.4,0,0
071283,台積電富邦3A購01,0,0,0,5.45,0,0
071286,英業達富邦36購01,0,0,0,0.74,0,0
071287,英業達富邦3A購02,0,0,0,1.02,0,0
071289,聯發科富邦3C購01,0,0,0,1.78,0,0
07128T,美費半凱基3B售01,0,0,0,1.5,0,0
071293,元債2X凱基43購01,0,0,0,0.19,0,0
071294,美債2X凱基3C購01,0,0,0,0.17,0,0
071295,東元凱基36購01,0,0,0,2.41,0,0
071296,華新凱基3A購01,0,0,0,1.84,0,0
071297,華新凱基3B購01,0,0,0,1.58,0,0
071299,中鴻凱基3B購01,0,0,0,0.6,0,0
071300,新光鋼凱基36購02,0,0,0,1.87,0,0
071301,長榮鋼凱基37購01,0,0,0,1.55,0,0
071303,華泰凱基36購08,0,0,0,2.36,0,0
071308,飛宏凱基36購06,0,0,0,0.05,0,0
07130T,中砂凱基39售05,0,0,0,0.88,0,0
071311,長榮凱基3A購08,0,0,0,2.3,0,0
071312,王品凱基36購01,0,0,0,0.42,0,0
071313,富邦金凱基36購02,0,0,0,1.76,0,0
071314,國泰金凱基36購03,0,0,0,0.42,0,0
071315,神基凱基3B購01,0,0,0,1.29,0,0
07131T,華通凱基3B售01,0,0,0,1,0,0
071321,嘉澤凱基3B購01,0,0,0,3.44,0,0
071326,精誠凱基36購01,0,0,0,0.76,0,0
071327,力成凱基3A購01,0,0,0,1.76,0,0
071328,臺股指凱基37購11,0,0,0,7.35,0,0
071338,高股息元大39購01,0,0,0,3.39,0,0
07133T,聯發科凱基39售22,0,0,0,0.79,0,0
071342,亞泥元大36購01,0,0,0,0.44,0,0
071343,台塑元大36購01,0,0,0,0.2,0,0
071344,台玻元大36購01,0,0,0,0.1,0,0
071345,正隆元大36購01,0,0,0,0.35,0,0
071347,第一銅元大36購01,0,0,0,3.55,0,0
071348,中鴻元大36購01,0,0,0,0.08,0,0
071349,新光鋼元大36購01,0,0,0,1.07,0,0
07134T,聯發科凱基3B售18,0,0,0,0.83,0,0
071350,長榮鋼元大36購04,0,0,0,1.74,0,0
071351,華泰元大36購13,0,0,0,1.44,0,0
071353,宏碁元大36購08,0,0,0,3.37,0,0
071354,華碩元大36購04,0,0,0,0.35,0,0
071359,盟立元大36購01,0,0,0,4.46,0,0
07135T,緯穎凱基3B售04,0,0,0,0.98,0,0
071360,敦陽科元大36購01,0,0,0,0.4,0,0
071362,裕民元大37購01,0,0,0,0.73,0,0
071363,陽明元大36購02,0,0,0,0.77,0,0
071364,台中銀元大36購01,0,0,0,0.35,0,0
071365,中信金元大36購02,0,0,0,1.15,0,0
071369,晟銘電元大36購03,0,0,0,3.84,0,0
07136T,台灣50元富39售16,0,0,0,2.32,0,0
071370,聯詠元大36購08,0,0,0,2.47,0,0
071372,融程電元大36購01,0,0,0,1.3,0,0
071374,華擎元大36購07,0,0,0,1.74,0,0
071375,碩天元大36購01,0,0,0,1.74,0,0
071376,新唐元大37購01,0,0,0,0.22,0,0
071377,中磊元大36購02,0,0,0,0.37,0,0
071378,中磊元大3A購01,0,0,0,0.48,0,0
071379,亞翔元大37購01,0,0,0,6,0,0
071380,精成科元大36購02,0,0,0,0.78,0,0
071382,矽格元大36購01,0,0,0,0.7,0,0
071387,台積電統一34購01,0,0,0,1.78,0,0
071389,聯發科統一34購01,0,0,0,2.81,0,0
07138T,士電元富39售02,0,0,0,0.49,0,0
071393,長榮統一34購01,0,0,0,0.01,0,0
071394,川湖元富39購01,0,0,0,3.66,0,0
071396,川湖元富39購02,0,0,0,5.55,0,0
071398,華碩元富36購02,0,0,0,1.47,0,0
071399,漢唐元富36購01,0,0,0,5.45,0,0
071401,慧洋元富39購01,0,0,0,1.49,0,0
071406,聯詠元富37購03,0,0,0,4.09,0,0
07140T,鴻海統一43售05,0,0,0,0.6,0,0
071410,中磊元富36購02,0,0,0,0.3,0,0
071411,中磊元富3C購01,0,0,0,1.23,0,0
071412,啟碁元富39購01,0,0,0,0.45,0,0
071415,上証2X群益38購01,0,0,0,1.14,0,0
07141T,鴻海統一43售06,0,0,0,0.19,0,0
071421,中鋼群益36購01,0,0,0,0.42,0,0
071423,國巨群益36購05,0,0,0,0.91,0,0
071426,英業達群益36購07,0,0,0,2.98,0,0
071428,英業達群益3A購01,0,0,0,1.09,0,0
07142T,國企2X元大39售02,0,0,0,0.8,0,0
071431,宏達電群益36購02,0,0,0,0.5,0,0
071432,長榮航群益36購09,0,0,0,0.27,0,0
071433,中信金群益36購01,0,0,0,0.96,0,0
071435,欣興群益36購05,0,0,0,0.72,0,0
071437,嘉澤群益38購01,0,0,0,5.25,0,0
071438,合勤控群益36購01,0,0,0,0.2,0,0
07143T,川湖元大39售15,0,0,0,0.79,0,0
071440,上緯控群益36購01,0,0,0,1.48,0,0
071441,台耀群益36購01,0,0,0,0.9,0,0
071442,力成群益38購02,0,0,0,0.67,0,0
07144T,台積電元大39售37,0,0,0,2.86,0,0
071454,元債2X永豐4A購01,0,0,0,0.61,0,0
071457,仁寶永豐39購02,0,0,0,2.99,0,0
071458,宏碁永豐39購01,0,0,0,5.85,0,0
071459,技嘉永豐3A購02,0,0,0,4.28,0,0
07145T,台積電元大39售38,0,0,0,1.94,0,0
071461,聯發科永豐38購02,0,0,0,1.32,0,0
071462,陽明永豐37購01,0,0,0,0.55,0,0
071464,寶成永豐38購01,0,0,0,1.32,0,0
071468,華城中信39購01,0,0,0,4.41,0,0
07146T,台積電元大39售39,0,0,0,0.69,0,0
071470,華新中信36購02,0,0,0,0.38,0,0
071474,京元電中信39購01,0,0,0,1.19,0,0
071475,聯發科中信3A購04,0,0,0,0.74,0,0
071477,力成中信38購01,0,0,0,1.34,0,0
071478,力積電中信38購01,0,0,0,0.17,0,0
07147T,技嘉元大39售11,0,0,0,2.64,0,0
071482,玉晶光康和37購01,0,0,0,1.48,0,0
071486,洋基兆豐3A購02,0,0,0,1.07,0,0
071488,英業達第一37購01,0,0,0,0.96,0,0
071489,聯發科第一43購01,0,0,0,0.99,0,0
07148T,聯發科元大39售33,0,0,0,1.11,0,0
071490,漢翔第一3A購01,0,0,0,0.56,0,0
071492,華城統一3A購02,0,0,0,4.31,0,0
071493,華城統一3C購01,0,0,0,3.22,0,0
071494,華城統一43購02,0,0,0,2.19,0,0
071495,華城統一46購01,0,0,0,1.79,0,0
071496,台驊控統一3C購01,0,0,0,0.55,0,0
071498,辛耘統一3C購01,0,0,0,1.9,0,0
071499,元債2X元大46購01,0,0,0,0.86,0,0
071500,元債2X元大46購02,0,0,0,0.71,0,0
071502,士電元大36購08,0,0,0,8,0,0
071509,新光鋼元大36購02,0,0,0,1.23,0,0
07150T,聯發科元大39售35,0,0,0,0.93,0,0
071510,長榮鋼元大36購05,0,0,0,1.52,0,0
071511,宏碁元大36購09,0,0,0,1.1,0,0
071514,聯發科元大36購11,0,0,0,1.42,0,0
071515,聯發科元大37購05,0,0,0,1.7,0,0
071516,聯發科元大38購09,0,0,0,1.96,0,0
071520,台驊控元大36購04,0,0,0,1.27,0,0
071526,華擎元大3A購01,0,0,0,1.29,0,0
071527,嘉澤元大36購03,0,0,0,3.78,0,0
071528,嘉澤元大37購02,0,0,0,4.14,10,0
071529,嘉澤元大38購01,0,0,0,3.47,57,0
071530,祥碩元大37購02,0,0,0,1.92,0,0
071531,祥碩元大3A購01,0,0,0,2.85,0,0
071532,中磊元大36購03,0,0,0,0.44,0,0
071533,力成元大36購04,0,0,0,1.32,0,0
071534,力成元大36購05,0,0,0,1.25,0,0
071537,啟碁元大37購05,0,0,0,0.38,0,0
071538,啟碁元大3A購02,0,0,0,0.49,0,0
07153T,鴻海群益3A售07,0,0,0,0.23,0,0
071541,長榮國票37購02,0,0,0,2.84,0,0
071542,陽明國票36購02,0,0,0,0.39,0,0
071543,陽明國票37購02,0,0,0,0.63,0,0
071544,台驊控國票36購02,0,0,0,1.01,0,0
071545,嘉澤國票37購02,0,0,0,8.35,0,0
071547,材料國票37購06,0,0,0,2.77,0,0
071548,永道國票37購01,0,0,0,0.66,0,0
071549,勤誠國票38購02,0,0,0,1.07,0,0
07154T,英業達群益39售03,0,0,0,1.89,0,0
071551,中興電國泰38購03,0,0,0,4.72,0,0
071553,美時國泰38購01,0,0,0,2.53,0,0
071555,裕隆國泰38購01,0,0,0,0.69,0,0
071557,華通國泰38購01,0,0,0,1.76,0,0
071558,華泰國泰38購02,0,0,0,1.61,0,0
07155T,神基群益3B售02,0,0,0,1.44,0,0
071561,華新科國泰38購02,0,0,0,0.55,0,0
071563,長榮國泰38購03,0,0,0,2.17,0,0
071564,長榮航國泰38購02,0,0,0,1.4,0,0
071565,大立光國泰38購04,0,0,0,0.35,0,0
07156T,嘉澤群益39售03,0,0,0,0.31,0,0
071570,祥碩國泰38購01,0,0,0,4.71,0,0
071574,東元富邦37購01,0,0,0,1.41,0,0
071576,華碩富邦3C購01,0,0,0,0.81,0,0
071577,毅嘉富邦38購01,0,0,0,0.31,0,0
071578,嘉澤富邦38購01,0,0,0,2.23,0,0
071580,滬深2X元富36購05,0,0,0,2.88,0,0
071583,喬山元富36購01,0,0,0,1.67,0,0
071585,大成鋼元富36購01,0,0,0,0.28,0,0
071589,長榮元富36購02,0,0,0,2.06,0,0
071592,嘉澤元富36購01,0,0,0,3.81,0,0
071601,元日2X凱基3C購01,0,0,0,0.15,0,0
071602,SGBR2X凱基36購04,0,0,0,3.41,0,0
071603,亞泥凱基36購01,0,0,0,0.53,0,0
071605,東元凱基36購02,0,0,0,1.4,0,0
071609,台玻凱基36購01,0,0,0,0.16,0,0
07160T,高力群益39售05,0,0,0,0.57,0,0
071612,中鋼凱基3A購01,0,0,0,0.52,0,0
071613,第一銅凱基36購02,0,0,0,5.9,0,0
071617,宏碁凱基36購03,0,0,0,3.73,0,0
071618,宏碁凱基3A購01,0,0,0,1.93,0,0
07161T,臺股指群益3A售28,0,0,0,0.71,0,0
071620,華碩凱基36購04,0,0,0,0.57,0,0
071622,技嘉凱基36購19,0,0,0,5.4,0,0
071628,陽明凱基38購02,0,0,0,1.31,0,0
071629,萬海凱基36購04,0,0,0,0.07,0,0
07162T,臺股指群益3A售29,0,0,0,0.82,0,0
071630,長榮航凱基36購11,0,0,0,0.96,0,0
071631,台驊控凱基36購02,0,0,0,0.45,0,0
071635,華擎凱基36購04,0,0,0,0.61,0,0
071636,華擎凱基39購01,0,0,0,1.14,0,0
071637,健策凱基38購01,0,0,0,2,0,0
071639,正文凱基36購02,0,0,0,0.27,0,0
071640,立積凱基38購01,0,0,0,0.71,0,0
071641,康舒凱基38購02,0,0,0,1,0,0
071642,緯穎凱基36購10,0,0,0,3.31,0,0
071643,南電凱基37購05,0,0,0,0.11,0,0
071644,世紀鋼凱基36購04,0,0,0,1.68,0,0
071652,華新群益36購04,0,0,0,1.08,0,0
071653,華新群益36購05,0,0,0,0.95,0,0
071654,華新群益37購01,0,0,0,0.63,0,0
071655,新光鋼群益36購02,0,0,0,1.52,0,0
071656,正新群益36購01,0,0,0,1.25,0,0
071657,長榮鋼群益36購02,0,0,0,2.22,0,0
071659,聯電群益36購03,0,0,0,0.58,0,0
071663,宏碁群益36購01,0,0,0,2.24,0,0
071666,金像電群益36購08,0,0,0,1.87,0,0
071667,金像電群益38購05,0,0,0,1.87,0,0
07166T,群光元富39售03,0,0,0,1.08,0,0
071672,建準群益36購01,0,0,0,3.95,0,0
071676,聯發科群益3A購10,0,0,0,0.91,0,0
071678,義隆群益37購02,0,0,0,0.66,0,0
071679,可成群益36購02,0,0,0,1.57,0,1
071681,長榮群益37購07,0,0,0,0.55,0,0
071685,萬海群益36購03,0,0,0,0.52,0,0
071687,農林群益36購01,0,0,0,0.22,0,0
071688,神基群益36購04,0,0,0,0.46,0,0
07168T,智原元富3A售03,0,0,0,1.83,0,0
071697,新唐群益36購05,0,0,0,0.47,0,0
071699,力智群益36購02,0,0,0,0.65,0,0
07169T,嘉澤元富3A售04,0,0,0,0.55,0,0
071702,聯發科法興36購01,0,0,0,1.39,0,0
071703,國泰金法興36購01,0,0,0,0.88,0,0
071705,亞力台新37購01,0,0,0,3.89,0,0
071706,中鋼台新37購01,0,0,0,0.22,0,0
071708,宏碁台新36購01,0,0,0,1.84,0,0
07170T,中興電國票3A售01,0,0,0,1.17,0,0
071711,亞力統一3C購02,0,0,0,1.18,0,0
071712,長榮鋼統一3C購01,0,0,0,0.91,0,0
071713,長榮統一3C購03,0,0,0,0.84,0,0
071714,長榮統一3C購04,0,0,0,0.92,0,0
071715,陽明統一3C購01,0,0,0,0.36,0,0
071717,台驊控統一3C購02,0,0,0,0.47,0,0
071718,華擎統一3C購01,0,0,0,0.58,0,0
071720,宏碁永豐3A購01,0,0,0,4.93,0,0
071721,台光電永豐38購01,0,0,0,5.1,0,0
071724,康舒永豐39購01,0,0,0,0.83,0,0
071725,T50反1中信3C購02,0,0,0,0.28,0,0
071726,正新中信39購01,0,0,0,0.53,0,0
071727,微星中信37購02,0,0,0,0.84,0,0
071728,毅嘉中信38購01,0,0,0,0.3,0,0
071729,長榮中信38購02,0,0,0,1.18,0,0
07172T,台光電國票3A售01,0,0,0,1.45,0,0
071730,長榮中信3A購02,0,0,0,1.1,0,0
071731,長榮中信3C購01,0,0,0,0.9,0,0
071735,王品中信39購01,0,0,0,0.72,0,0
071737,臺股指中信3B購01,0,0,0,1.74,0,0
071739,中502X元富36購01,0,0,0,0.39,0,0
071742,美時元富36購05,0,0,0,1.73,0,0
071743,新光鋼元富36購01,0,0,0,1.24,0,0
071744,華通元富36購06,0,0,0,3.81,0,0
071749,長榮航元富36購06,0,0,0,2.53,0,0
071756,長榮鋼國票37購01,0,0,0,2.79,0,0
07175T,電子類國票39售06,0,0,0,1.78,0,0
071760,毅嘉國票37購02,0,0,0,1.03,0,0
071763,陽明國票37購03,0,0,0,0.33,0,0
071766,農林國票36購01,0,0,0,0.32,0,0
071768,華擎國票37購02,0,0,0,1.39,0,0
071769,健策國票37購01,0,0,0,5.8,0,0
07176T,電子類國票39售07,0,0,0,1.73,0,0
071772,中華國泰38購01,0,0,0,2.14,0,0
071774,國巨國泰38購02,0,0,0,0.94,0,0
071778,慧洋國泰38購02,0,0,0,2.3,0,0
071779,神基國泰38購01,0,0,0,1.86,0,0
07177T,金融類國票39售03,0,0,0,2.69,0,0
071782,新唐國泰38購01,0,0,0,0.61,0,0
071784,同欣電國泰38購02,0,0,0,0.92,0,0
071788,仁寶富邦37購01,0,0,0,0.78,0,0
07178T,台灣50凱基39售09,0,0,0,0.7,0,0
071790,宏碁富邦37購01,0,0,0,0.98,0,0
071797,永續息群益36購01,0,0,0,1.91,0,0
071799,亞力群益36購01,0,0,0,6.6,0,0
07179T,台灣50凱基3C售02,0,0,0,0.86,0,0
071802,新光鋼群益37購01,0,0,0,1.04,0,0
071810,敬鵬群益36購02,0,0,0,0.7,0,0
071812,金像電群益36購09,0,0,0,1.02,0,0
071813,技嘉群益36購20,0,0,0,3.79,0,0
071814,毅嘉群益36購01,0,0,0,0.62,0,0
071815,南亞科群益36購04,0,0,0,0.34,0,0
071817,中工群益38購01,0,0,0,1.57,0,0
071818,長榮群益36購12,0,0,0,0.94,0,0
071819,長榮群益37購08,0,0,0,1.77,0,0
07181T,士電凱基3A售02,0,0,0,0.32,0,0
071822,台驊控群益36購01,0,0,0,0.35,0,0
071826,台驊控群益3C購01,0,0,0,1.06,0,0
071829,聯詠群益36購06,0,0,0,2.03,0,0
071830,嘉澤群益37購02,0,0,0,5.4,0,0
071831,華孚群益36購08,0,0,0,0.75,0,0
071833,緯穎群益36購10,0,0,0,5,0,0
071834,南電群益36購04,0,0,0,0.16,0,0
071835,至上群益36購02,0,0,0,7.5,0,0
071836,勤誠群益36購04,0,0,0,1.33,0,0
071838,陽明法興36購02,0,0,0,0.58,0,0
071840,滬深2X凱基3A購01,0,0,0,1.57,0,0
071841,元債2X凱基46購01,0,0,0,0.87,0,0
071844,華新凱基36購02,0,0,0,0.91,0,0
071845,華新凱基36購03,0,0,0,0.3,0,0
071846,美時凱基36購08,0,0,0,3.55,0,0
071847,新光鋼凱基36購03,0,0,0,1.04,0,0
071848,長榮鋼凱基36購02,0,0,0,2.03,0,0
071849,鴻海凱基3A購03,0,0,0,6.3,0,0
07184T,中興電凱基3B售04,0,0,0,1.23,0,0
071850,國巨凱基36購07,0,0,0,0.92,0,0
071851,華邦電凱基36購05,0,0,0,0.68,0,0
071852,宏碁凱基36購04,0,0,0,3.93,0,0
071853,宏碁凱基36購05,0,0,0,3.26,0,0
071856,技嘉凱基36購20,0,0,0,3.67,0,0
071857,微星凱基36購05,0,0,0,0.66,0,0
07185T,川湖凱基39售09,0,0,0,0.84,0,0
071861,可成凱基36購03,0,0,0,1.86,0,0
071863,長榮凱基36購09,0,0,0,4.58,0,0
071864,長榮凱基37購11,0,0,0,0.45,0,0
071866,陽明凱基37購03,0,0,0,0.26,0,0
071867,陽明凱基38購03,0,0,0,1.06,0,0
071872,緯創凱基37購09,0,0,0,3.58,0,0
071873,華擎凱基36購05,0,0,0,1.74,0,0
071874,華擎凱基36購06,0,0,0,1.72,0,0
071876,帆宣凱基38購01,0,0,0,2.39,0,0
071877,力成凱基36購03,0,0,0,2.36,0,0
071879,勤誠凱基37購04,0,0,0,1.5,0,0
07187T,台積電凱基39售23,0,0,0,1.39,0,0
071885,八貫元大36購01,0,0,0,0.52,0,0
071886,亞力元大36購02,0,0,0,2.6,0,0
071887,華新元大36購03,0,0,0,0.76,0,0
071889,美時元大36購19,0,0,0,2.37,0,0
07188T,台積電凱基3A售13,0,0,0,0.21,0,0
071891,中鋼元大36購01,0,0,0,0.19,0,0
071892,中鴻元大36購02,0,0,0,0.18,0,0
071893,中鴻元大36購03,0,0,0,0.48,0,0
071894,新光鋼元大36購03,0,0,0,0.95,0,0
071896,川湖元大37購05,0,0,0,5.3,0,0
071898,華泰元大37購06,0,0,0,2.28,0,0
07189T,技嘉凱基39售16,0,0,0,0.72,0,0
071900,華邦電元大36購04,0,0,0,0.44,0,0
071902,英業達元大36購10,0,0,0,2.24,0,0
071906,正崴元大36購03,0,0,0,0.67,0,0
071907,漢唐元大36購01,0,0,0,8.6,0,0
071908,聯發科元大36購14,0,0,0,5.05,0,0
071909,聯發科元大36購15,0,0,0,1.55,0,0
07190T,聯發科凱基3A售12,0,0,0,0.69,0,0
071910,聯發科元大37購06,0,0,0,1.96,0,0
071912,華新科元大37購03,0,0,0,0.41,0,0
071913,長榮元大36購09,0,0,0,0.77,0,0
071918,玉晶光元大36購06,0,0,0,1.99,0,0
071919,華擎元大36購09,0,0,0,1.43,0,0
07191T,臺股指凱基3A售61,0,0,0,0.63,0,0
071922,立積元大39購02,0,0,0,0.87,0,0
071923,全訊元大36購01,0,0,0,1.09,0,0
07192T,臺股指凱基3A售62,0,0,0,0.81,0,0
071934,陽明第一3A購01,0,0,0,0.24,0,0
071935,緯創第一38購01,0,0,0,1.65,0,0
071936,玉晶光第一3C購01,0,0,0,0.93,0,0
071937,聯電兆豐3A購02,0,0,0,0.95,0,0
071938,高股息凱基37購01,0,0,0,1.71,0,0
071943,華新凱基36購04,0,0,0,0.9,0,0
071944,美時凱基36購09,0,0,0,1.1,0,0
07194T,臺股指凱基3B售16,0,0,0,0.84,0,0
071956,宏碁凱基38購01,0,0,0,1.6,0,0
071958,宏碁凱基38購03,0,0,0,0.95,0,0
07195T,臺股指凱基3C售08,0,0,0,0.87,0,0
071964,華碩凱基36購05,0,0,0,0.24,0,0
071965,華碩凱基38購01,0,0,0,0.5,0,0
071966,金像電凱基36購05,0,0,0,1.41,0,0
071969,飛宏凱基3C購01,0,0,0,0.88,0,0
071970,中工凱基38購01,0,0,0,1.56,0,0
071971,冠德凱基36購01,0,0,0,2.38,0,0
071973,陽明凱基36購04,0,0,0,0.59,0,0
071975,大立光凱基36購10,0,0,0,0.49,0,0
071976,欣興凱基36購07,0,0,0,0.75,0,0
071978,緯創凱基38購01,0,0,0,3.16,0,0
071979,立積凱基37購03,0,0,0,0.59,0,0
071980,全訊凱基36購01,0,0,0,1.33,0,0
071986,美時台新36購03,0,0,0,1.01,0,0
071989,長榮太台新36購01,0,0,0,0.51,0,0
07198T,鴻海群益3C售04,0,0,0,0.41,0,0
071990,緯創台新36購01,0,0,0,2.61,0,0
071993,華新法興36購01,0,0,0,0.56,0,0
071994,宏碁法興36購02,0,0,0,1.4,0,0
